cut_date,team,rating
2025/5/15,教士,0.571872612
2025/5/15,水手,0.501368681
2025/5/15,洋基,0.557250062
2025/5/15,海盜,0.426964887
2025/5/15,白襪,0.568386422
2025/5/15,皇家,0.420825581
2025/5/15,紅人,0.488561109
2025/5/15,紅襪,0.569218291
2025/5/15,紅雀,0.597900873
2025/5/15,老虎,0.335652442
2025/5/15,落磯,0.375954446
2025/5/15,藍鳥,0.56734763
2025/5/15,費城人,0.57397817
2025/5/15,遊騎兵,0.456105796
2025/5/15,運動家,0.58059338
2025/5/15,道奇,0.553340046
2025/5/15,釀酒人,0.512644984
2025/5/15,金鶯,0.4615258
2025/5/15,雙城,0.342585422
2025/5/15,響尾蛇,0.395204101
2025/5/15,馬林魚,0.460677099
2025/5/20,光芒,0.598721769
2025/5/20,勇士,0.46012428
2025/5/20,國民,0.439963494
2025/5/20,大都會,0.511155645
2025/5/20,天使,0.474201174
2025/5/20,太空人,0.590510565
2025/5/20,守護者,0.544930938
2025/5/20,小熊,0.453378214
2025/5/20,巨人,0.605879381
2025/5/20,教士,0.602590017
2025/5/20,水手,0.494962178
2025/5/20,洋基,0.572652006
2025/5/20,海盜,0.421797259
2025/5/20,白襪,0.575836184
2025/5/20,皇家,0.476135834
2025/5/20,紅人,0.465920264
2025/5/20,紅襪,0.57479754
2025/5/20,紅雀,0.562274437
2025/5/20,老虎,0.404326463
2025/5/20,落磯,0.328285071
2025/5/20,藍鳥,0.597540536
2025/5/20,費城人,0.52043328
2025/5/20,遊騎兵,0.455611744
2025/5/20,運動家,0.593521132
2025/5/20,道奇,0.560734505
2025/5/20,釀酒人,0.478087712
2025/5/20,金鶯,0.452439203
2025/5/20,雙城,0.371049698
2025/5/20,響尾蛇,0.359427823
2025/5/20,馬林魚,0.452711652
2025/5/25,光芒,0.638208266
2025/5/25,勇士,0.476837298
2025/5/25,國民,0.461388927
2025/5/25,大都會,0.482175674
2025/5/25,天使,0.475421969
2025/5/25,太空人,0.559882853
2025/5/25,守護者,0.526836622
2025/5/25,小熊,0.485801021
2025/5/25,巨人,0.593045258
2025/5/25,教士,0.621017271
2025/5/25,水手,0.476514973
2025/5/25,洋基,0.601955717
2025/5/25,海盜,0.410903752
2025/5/25,白襪,0.552105541
2025/5/25,皇家,0.475512819
2025/5/25,紅人,0.448006873
2025/5/25,紅襪,0.57609085
2025/5/25,紅雀,0.540075634
2025/5/25,老虎,0.386833889
2025/5/25,落磯,0.371923636
2025/5/25,藍鳥,0.552392924
2025/5/25,費城人,0.4917431
2025/5/25,遊騎兵,0.481010607
2025/5/25,運動家,0.567076336
2025/5/25,道奇,0.611152389
2025/5/25,釀酒人,0.51153813
2025/5/25,金鶯,0.407190105
2025/5/25,雙城,0.388629612
2025/5/25,響尾蛇,0.339911934
2025/5/25,馬林魚,0.488816019
2025/5/30,光芒,0.634801338
2025/5/30,勇士,0.477080836
2025/5/30,國民,0.446004237
2025/5/30,大都會,0.505838991
2025/5/30,天使,0.486471995
2025/5/30,太空人,0.54381894
2025/5/30,守護者,0.531387136
2025/5/30,小熊,0.531959736
2025/5/30,巨人,0.602992184
2025/5/30,教士,0.635188901
2025/5/30,水手,0.50399024
2025/5/30,洋基,0.548200573
2025/5/30,海盜,0.411911162
2025/5/30,白襪,0.569081738
2025/5/30,皇家,0.483588165
2025/5/30,紅人,0.432932614
2025/5/30,紅襪,0.58604462
2025/5/30,紅雀,0.557215092
2025/5/30,老虎,0.417414868
2025/5/30,落磯,0.343022849
2025/5/30,藍鳥,0.573311687
2025/5/30,費城人,0.497715862
2025/5/30,遊騎兵,0.438457789
2025/5/30,運動家,0.567527108
2025/5/30,道奇,0.59706984
2025/5/30,釀酒人,0.525822848
2025/5/30,金鶯,0.365759439
2025/5/30,雙城,0.417056481
2025/5/30,響尾蛇,0.304650427
2025/5/30,馬林魚,0.463682302
2025/6/5,光芒,0.625623902
2025/6/5,勇士,0.456782716
2025/6/5,國民,0.438883218
2025/6/5,大都會,0.476540638
2025/6/5,天使,0.510360302
2025/6/5,太空人,0.587150365
2025/6/5,守護者,0.523714997
2025/6/5,小熊,0.533828223
2025/6/5,巨人,0.623107385
2025/6/5,教士,0.613139933
2025/6/5,水手,0.51229706
2025/6/5,洋基,0.537966309
2025/6/5,海盜,0.405322627
2025/6/5,白襪,0.588463658
2025/6/5,皇家,0.522248403
2025/6/5,紅人,0.466817595
2025/6/5,紅襪,0.574821079
2025/6/5,紅雀,0.515351639
2025/6/5,老虎,0.426285106
2025/6/5,落磯,0.379762674
2025/6/5,藍鳥,0.58327971
2025/6/5,費城人,0.465403759
2025/6/5,遊騎兵,0.423900494
2025/6/5,運動家,0.578074077
2025/6/5,道奇,0.60676547
2025/6/5,釀酒人,0.527013369
2025/6/5,金鶯,0.3760613
2025/6/5,雙城,0.391141212
2025/6/5,響尾蛇,0.306206874
2025/6/5,馬林魚,0.423685905
2025/6/10,光芒,0.631349655
2025/6/10,勇士,0.483499393
2025/6/10,國民,0.433661132
2025/6/10,大都會,0.498304851
2025/6/10,天使,0.533253808
2025/6/10,太空人,0.607215115
2025/6/10,守護者,0.515347902
2025/6/10,小熊,0.545125125
2025/6/10,巨人,0.608966188
2025/6/10,教士,0.57822898
2025/6/10,水手,0.512621951
2025/6/10,洋基,0.539685434
2025/6/10,海盜,0.391191553
2025/6/10,白襪,0.577587356
2025/6/10,皇家,0.476165326
2025/6/10,紅人,0.479970911
2025/6/10,紅襪,0.588209929
2025/6/10,紅雀,0.498179137
2025/6/10,老虎,0.427137047
2025/6/10,落磯,0.381470203
2025/6/10,藍鳥,0.589844865
2025/6/10,費城人,0.486213636
2025/6/10,遊騎兵,0.423394238
2025/6/10,運動家,0.585944026
2025/6/10,道奇,0.59162094
2025/6/10,釀酒人,0.528842116
2025/6/10,金鶯,0.388187282
2025/6/10,雙城,0.393597432
2025/6/10,響尾蛇,0.287842211
2025/6/10,馬林魚,0.417342255
2025/6/15,光芒,0.644953563
2025/6/15,勇士,0.473212827
2025/6/15,國民,0.457387658
2025/6/15,大都會,0.520435745
2025/6/15,天使,0.536884349
2025/6/15,太空人,0.596204885
2025/6/15,守護者,0.529057821
2025/6/15,小熊,0.554442935
2025/6/15,巨人,0.594298263
2025/6/15,教士,0.553914163
2025/6/15,水手,0.502484317
2025/6/15,洋基,0.515484247
2025/6/15,海盜,0.363138836
2025/6/15,白襪,0.594699548
2025/6/15,皇家,0.463712603
2025/6/15,紅人,0.498151029
2025/6/15,紅襪,0.593670006
2025/6/15,紅雀,0.49186554
2025/6/15,老虎,0.428373438
2025/6/15,落磯,0.365061809
2025/6/15,藍鳥,0.582262494
2025/6/15,費城人,0.508014568
2025/6/15,遊騎兵,0.419041611
2025/6/15,運動家,0.596915188
2025/6/15,道奇,0.596820564
2025/6/15,釀酒人,0.543174745
2025/6/15,金鶯,0.373575579
2025/6/15,雙城,0.397576268
2025/6/15,響尾蛇,0.276764348
2025/6/15,馬林魚,0.428421054
2025/6/20,光芒,0.605313797
2025/6/20,勇士,0.474416481
2025/6/20,國民,0.468215489
2025/6/20,大都會,0.526981007
2025/6/20,天使,0.543136543
2025/6/20,太空人,0.6277762
2025/6/20,守護者,0.524628807
2025/6/20,小熊,0.526107516
2025/6/20,巨人,0.603163855
2025/6/20,教士,0.555040428
2025/6/20,水手,0.528824045
2025/6/20,洋基,0.5308389
2025/6/20,海盜,0.364473228
2025/6/20,白襪,0.587066461
2025/6/20,皇家,0.448306227
2025/6/20,紅人,0.491804702
2025/6/20,紅襪,0.600305276
2025/6/20,紅雀,0.486772358
2025/6/20,老虎,0.427845576
2025/6/20,落磯,0.400423459
2025/6/20,藍鳥,0.552917637
2025/6/20,費城人,0.51355084
2025/6/20,遊騎兵,0.401462288
2025/6/20,運動家,0.610597583
2025/6/20,道奇,0.603707987
2025/6/20,釀酒人,0.511829098
2025/6/20,金鶯,0.367519895
2025/6/20,雙城,0.414843887
2025/6/20,響尾蛇,0.270937695
2025/6/20,馬林魚,0.431192735
2025/6/25,光芒,0.602992527
2025/6/25,勇士,0.452640385
2025/6/25,國民,0.490515092
2025/6/25,大都會,0.51992253
2025/6/25,天使,0.525783982
2025/6/25,太空人,0.644501378
2025/6/25,守護者,0.538670512
2025/6/25,小熊,0.541345614
2025/6/25,巨人,0.618793046
2025/6/25,教士,0.582422777
2025/6/25,水手,0.533595203
2025/6/25,洋基,0.543517128
2025/6/25,海盜,0.378351494
2025/6/25,白襪,0.580625182
2025/6/25,皇家,0.457975558
2025/6/25,紅人,0.492796548
2025/6/25,紅襪,0.583377288
2025/6/25,紅雀,0.469499735
2025/6/25,老虎,0.450461012
2025/6/25,落磯,0.398046656
2025/6/25,藍鳥,0.567554106
2025/6/25,費城人,0.487170535
2025/6/25,遊騎兵,0.406675964
2025/6/25,運動家,0.592980839
2025/6/25,道奇,0.579406659
2025/6/25,釀酒人,0.514033813
2025/6/25,金鶯,0.350515619
2025/6/25,雙城,0.420976857
2025/6/25,響尾蛇,0.26886129
2025/6/25,馬林魚,0.405990671
2025/6/30,光芒,0.596814343
2025/6/30,勇士,0.458006765
2025/6/30,國民,0.498205533
2025/6/30,大都會,0.526284381
2025/6/30,天使,0.517909586
2025/6/30,太空人,0.611442078
2025/6/30,守護者,0.523555428
2025/6/30,小熊,0.516893262
2025/6/30,巨人,0.614592232
2025/6/30,教士,0.586151606
2025/6/30,水手,0.540943936
2025/6/30,洋基,0.526844142
2025/6/30,海盜,0.373823421
2025/6/30,白襪,0.565084722
2025/6/30,皇家,0.426755539
2025/6/30,紅人,0.487379666
2025/6/30,紅襪,0.607855554
2025/6/30,紅雀,0.468621472
2025/6/30,老虎,0.450410883
2025/6/30,落磯,0.400808986
2025/6/30,藍鳥,0.569652412
2025/6/30,費城人,0.486907638
2025/6/30,遊騎兵,0.430412539
2025/6/30,運動家,0.577974857
2025/6/30,道奇,0.609858041
2025/6/30,釀酒人,0.539899346
2025/6/30,金鶯,0.370836106
2025/6/30,雙城,0.428300213
2025/6/30,響尾蛇,0.272831256
2025/6/30,馬林魚,0.414944057
2025/7/5,光芒,0.580021424
2025/7/5,勇士,0.476441602
2025/7/5,國民,0.492644123
2025/7/5,大都會,0.525708088
2025/7/5,天使,0.534910552
2025/7/5,太空人,0.62166325
2025/7/5,守護者,0.493587568
2025/7/5,小熊,0.495612908
2025/7/5,巨人,0.616925957
2025/7/5,教士,0.581045432
2025/7/5,水手,0.55420785
2025/7/5,洋基,0.503766962
2025/7/5,海盜,0.363762633
2025/7/5,白襪,0.55871243
2025/7/5,皇家,0.420273833
2025/7/5,紅人,0.507702311
2025/7/5,紅襪,0.617450276
2025/7/5,紅雀,0.461394799
2025/7/5,老虎,0.460201481
2025/7/5,落磯,0.426394752
2025/7/5,藍鳥,0.560980652
2025/7/5,費城人,0.493654188
2025/7/5,遊騎兵,0.432216795
2025/7/5,運動家,0.572451122
2025/7/5,道奇,0.627216676
2025/7/5,釀酒人,0.550491246
2025/7/5,金鶯,0.361033068
2025/7/5,雙城,0.409519935
2025/7/5,響尾蛇,0.279839569
2025/7/5,馬林魚,0.420168516
2025/7/10,光芒,0.596308379
2025/7/10,勇士,0.476459175
2025/7/10,國民,0.496130165
2025/7/10,大都會,0.546816196
2025/7/10,天使,0.535827195
2025/7/10,太空人,0.616668757
2025/7/10,守護者,0.493971587
2025/7/10,小熊,0.48848645
2025/7/10,巨人,0.608574055
2025/7/10,教士,0.577585668
2025/7/10,水手,0.550645136
2025/7/10,洋基,0.519985991
2025/7/10,海盜,0.365912238
2025/7/10,白襪,0.563172419
2025/7/10,皇家,0.409137398
2025/7/10,紅人,0.507937786
2025/7/10,紅襪,0.614740157
2025/7/10,紅雀,0.467156943
2025/7/10,老虎,0.451725214
2025/7/10,落磯,0.411254338
2025/7/10,藍鳥,0.554857815
2025/7/10,費城人,0.503298555
2025/7/10,遊騎兵,0.432549117
2025/7/10,運動家,0.560920866
2025/7/10,道奇,0.596498125
2025/7/10,釀酒人,0.537864621
2025/7/10,金鶯,0.365302757
2025/7/10,雙城,0.419370427
2025/7/10,響尾蛇,0.295370431
2025/7/10,馬林魚,0.435472038
2025/7/15,光芒,0.591732851
2025/7/15,勇士,0.475770122
2025/7/15,國民,0.488120428
2025/7/15,大都會,0.530044739
2025/7/15,天使,0.533852945
2025/7/15,太空人,0.611992349
2025/7/15,守護者,0.498585347
2025/7/15,小熊,0.485322477
2025/7/15,巨人,0.620333842
2025/7/15,教士,0.567243456
2025/7/15,水手,0.548805081
2025/7/15,洋基,0.517783971
2025/7/15,海盜,0.382253843
2025/7/15,白襪,0.569264911
2025/7/15,皇家,0.404202247
2025/7/15,紅人,0.522789095
2025/7/15,紅襪,0.598905918
2025/7/15,紅雀,0.47695725
2025/7/15,老虎,0.440557534
2025/7/15,落磯,0.428044708
2025/7/15,藍鳥,0.552085312
2025/7/15,費城人,0.515224082
2025/7/15,遊騎兵,0.42383729
2025/7/15,運動家,0.565732808
2025/7/15,道奇,0.602505486
2025/7/15,釀酒人,0.531165248
2025/7/15,金鶯,0.355820041
2025/7/15,雙城,0.42955634
2025/7/15,響尾蛇,0.293966487
2025/7/15,馬林魚,0.437543794
2025/7/20,光芒,0.585013202
2025/7/20,勇士,0.472606568
2025/7/20,國民,0.484126462
2025/7/20,大都會,0.526427946
2025/7/20,天使,0.522896321
2025/7/20,太空人,0.609430657
2025/7/20,守護者,0.503962925
2025/7/20,小熊,0.481259427
2025/7/20,巨人,0.614176585
2025/7/20,教士,0.575051686
2025/7/20,水手,0.552112531
2025/7/20,洋基,0.526226646
2025/7/20,海盜,0.386672737
2025/7/20,白襪,0.571279405
2025/7/20,皇家,0.398118915
2025/7/20,紅人,0.505992217
2025/7/20,紅襪,0.596204304
2025/7/20,紅雀,0.491330447
2025/7/20,老虎,0.456132867
2025/7/20,落磯,0.429015785
2025/7/20,藍鳥,0.55448236
2025/7/20,費城人,0.522487528
2025/7/20,遊騎兵,0.409988453
2025/7/20,運動家,0.561432104
2025/7/20,道奇,0.59656503
2025/7/20,釀酒人,0.54493114
2025/7/20,金鶯,0.369760073
2025/7/20,雙城,0.427602141
2025/7/20,響尾蛇,0.299557358
2025/7/20,馬林魚,0.425156177
2025/7/25,光芒,0.606307559
2025/7/25,勇士,0.476153952
2025/7/25,國民,0.466935423
2025/7/25,大都會,0.523865671
2025/7/25,天使,0.524512535
2025/7/25,太空人,0.614628103
2025/7/25,守護者,0.498485567
2025/7/25,小熊,0.469068864
2025/7/25,巨人,0.599440505
2025/7/25,教士,0.569283324
2025/7/25,水手,0.555501379
2025/7/25,洋基,0.538604065
2025/7/25,海盜,0.386303323
2025/7/25,白襪,0.561970581
2025/7/25,皇家,0.425756799
2025/7/25,紅人,0.511811429
2025/7/25,紅襪,0.608943204
2025/7/25,紅雀,0.481748146
2025/7/25,老虎,0.461791132
2025/7/25,落磯,0.431519566
2025/7/25,藍鳥,0.555300991
2025/7/25,費城人,0.502738992
2025/7/25,遊騎兵,0.395634044
2025/7/25,運動家,0.564837872
2025/7/25,道奇,0.584685848
2025/7/25,釀酒人,0.54116241
2025/7/25,金鶯,0.38069224
2025/7/25,雙城,0.431837166
2025/7/25,響尾蛇,0.309425675
2025/7/25,馬林魚,0.421053633
2025/7/30,光芒,0.596126082
2025/7/30,勇士,0.481206617
2025/7/30,國民,0.466601967
2025/7/30,大都會,0.515355073
2025/7/30,天使,0.526989388
2025/7/30,太空人,0.620437844
2025/7/30,守護者,0.505732744
2025/7/30,小熊,0.463898396
2025/7/30,巨人,0.604412444
2025/7/30,教士,0.564363877
2025/7/30,水手,0.557504408
2025/7/30,洋基,0.541209994
2025/7/30,海盜,0.373627952
2025/7/30,白襪,0.554599942
2025/7/30,皇家,0.445625772
2025/7/30,紅人,0.513957733
2025/7/30,紅襪,0.608774298
2025/7/30,紅雀,0.485420724
2025/7/30,老虎,0.46735222
2025/7/30,落磯,0.421201312
2025/7/30,藍鳥,0.556911762
2025/7/30,費城人,0.501701409
2025/7/30,遊騎兵,0.392519606
2025/7/30,運動家,0.56547501
2025/7/30,道奇,0.582556756
2025/7/30,釀酒人,0.54429833
2025/7/30,金鶯,0.383357637
2025/7/30,雙城,0.426817416
2025/7/30,響尾蛇,0.306173528
2025/7/30,馬林魚,0.425789756
2025/8/5,光芒,0.606630375
2025/8/5,勇士,0.486537766
2025/8/5,國民,0.458512842
2025/8/5,大都會,0.503923286
2025/8/5,天使,0.52525422
2025/8/5,太空人,0.616039006
2025/8/5,守護者,0.498658785
2025/8/5,小熊,0.457844265
2025/8/5,巨人,0.605940083
2025/8/5,教士,0.556836167
2025/8/5,水手,0.555059975
2025/8/5,洋基,0.553440459
2025/8/5,海盜,0.380088257
2025/8/5,白襪,0.553612753
2025/8/5,皇家,0.43660604
2025/8/5,紅人,0.515445486
2025/8/5,紅襪,0.595926685
2025/8/5,紅雀,0.479015043
2025/8/5,老虎,0.460743763
2025/8/5,落磯,0.430035113
2025/8/5,藍鳥,0.572326296
2025/8/5,費城人,0.504916076
2025/8/5,遊騎兵,0.400702884
2025/8/5,運動家,0.569214484
2025/8/5,道奇,0.580941691
2025/8/5,釀酒人,0.546903512
2025/8/5,金鶯,0.390508615
2025/8/5,雙城,0.423527256
2025/8/5,響尾蛇,0.311907982
2025/8/5,馬林魚,0.422900835
2025/8/10,光芒,0.615263867
2025/8/10,勇士,0.490621635
2025/8/10,國民,0.449562654
2025/8/10,大都會,0.483681566
2025/8/10,天使,0.526395035
2025/8/10,太空人,0.602846459
2025/8/10,守護者,0.506022161
2025/8/10,小熊,0.440913016
2025/8/10,巨人,0.609491301
2025/8/10,教士,0.556406661
2025/8/10,水手,0.54813588
2025/8/10,洋基,0.565947805
2025/8/10,海盜,0.365596387
2025/8/10,白襪,0.56463745
2025/8/10,皇家,0.43954072
2025/8/10,紅人,0.521294654
2025/8/10,紅襪,0.580550293
2025/8/10,紅雀,0.477057687
2025/8/10,老虎,0.464694831
2025/8/10,落磯,0.445931373
2025/8/10,藍鳥,0.589791106
2025/8/10,費城人,0.518213543
2025/8/10,遊騎兵,0.390548351
2025/8/10,運動家,0.576812945
2025/8/10,道奇,0.583326226
2025/8/10,釀酒人,0.542357342
2025/8/10,金鶯,0.384693333
2025/8/10,雙城,0.437100333
2025/8/10,響尾蛇,0.311087627
2025/8/10,馬林魚,0.41147776
2025/8/15,光芒,0.612607682
2025/8/15,勇士,0.500850583
2025/8/15,國民,0.433362455
2025/8/15,大都會,0.482462454
2025/8/15,天使,0.529295534
2025/8/15,太空人,0.616962559
2025/8/15,守護者,0.494363632
2025/8/15,小熊,0.422709069
2025/8/15,巨人,0.615254717
2025/8/15,教士,0.537929105
2025/8/15,水手,0.55915342
2025/8/15,洋基,0.561514567
2025/8/15,海盜,0.36094202
2025/8/15,白襪,0.554452523
2025/8/15,皇家,0.434084546
2025/8/15,紅人,0.515518694
2025/8/15,紅襪,0.580386175
2025/8/15,紅雀,0.492631582
2025/8/15,老虎,0.475089676
2025/8/15,落磯,0.442727676
2025/8/15,藍鳥,0.57307355
2025/8/15,費城人,0.515388304
2025/8/15,遊騎兵,0.397603005
2025/8/15,運動家,0.587004433
2025/8/15,道奇,0.593875164
2025/8/15,釀酒人,0.544644735
2025/8/15,金鶯,0.367638165
2025/8/15,雙城,0.450920385
2025/8/15,響尾蛇,0.325923645
2025/8/15,馬林魚,0.421629944
2025/8/20,光芒,0.612762324
2025/8/20,勇士,0.51295246
2025/8/20,國民,0.44089354
2025/8/20,大都會,0.475737649
2025/8/20,天使,0.537377255
2025/8/20,太空人,0.596342029
2025/8/20,守護者,0.490075971
2025/8/20,小熊,0.427822407
2025/8/20,巨人,0.622893341
2025/8/20,教士,0.531110385
2025/8/20,水手,0.560374661
2025/8/20,洋基,0.575810379
2025/8/20,海盜,0.356024157
2025/8/20,白襪,0.558129314
2025/8/20,皇家,0.442118164
2025/8/20,紅人,0.520099961
2025/8/20,紅襪,0.570410214
2025/8/20,紅雀,0.496739341
2025/8/20,老虎,0.459624766
2025/8/20,落磯,0.457385024
2025/8/20,藍鳥,0.563848737
2025/8/20,費城人,0.497204363
2025/8/20,遊騎兵,0.392175194
2025/8/20,運動家,0.570546984
2025/8/20,道奇,0.609630736
2025/8/20,釀酒人,0.553094684
2025/8/20,金鶯,0.354098089
2025/8/20,雙城,0.455829506
2025/8/20,響尾蛇,0.343943385
2025/8/20,馬林魚,0.414944983
2025/8/25,光芒,0.620201281
2025/8/25,勇士,0.511061587
2025/8/25,國民,0.439345836
2025/8/25,大都會,0.468638899
2025/8/25,天使,0.52974796
2025/8/25,太空人,0.598959688
2025/8/25,守護者,0.502076075
2025/8/25,小熊,0.419864232
2025/8/25,巨人,0.623811165
2025/8/25,教士,0.519417298
2025/8/25,水手,0.566746932
2025/8/25,洋基,0.590921231
2025/8/25,海盜,0.368503693
2025/8/25,白襪,0.560536094
2025/8/25,皇家,0.459661339
2025/8/25,紅人,0.523368461
2025/8/25,紅襪,0.575558734
2025/8/25,紅雀,0.485283022
2025/8/25,老虎,0.474746151
2025/8/25,落磯,0.449865267
2025/8/25,藍鳥,0.560445089
2025/8/25,費城人,0.495757876
2025/8/25,遊騎兵,0.398442428
2025/8/25,運動家,0.561765424
2025/8/25,道奇,0.609245345
2025/8/25,釀酒人,0.556534354
2025/8/25,金鶯,0.346991335
2025/8/25,雙城,0.45263089
2025/8/25,響尾蛇,0.330745557
2025/8/25,馬林魚,0.399126755
2025/8/30,光芒,0.629772512
2025/8/30,勇士,0.517674171
2025/8/30,國民,0.428874171
2025/8/30,大都會,0.466460068
2025/8/30,天使,0.519314472
2025/8/30,太空人,0.59997704
2025/8/30,守護者,0.507119857
2025/8/30,小熊,0.421663713
2025/8/30,巨人,0.62064652
2025/8/30,教士,0.511692092
2025/8/30,水手,0.555602859
2025/8/30,洋基,0.592709973
2025/8/30,海盜,0.36686141
2025/8/30,白襪,0.563714478
2025/8/30,皇家,0.468613356
2025/8/30,紅人,0.517188387
2025/8/30,紅襪,0.57842561
2025/8/30,紅雀,0.484975907
2025/8/30,老虎,0.471395248
2025/8/30,落磯,0.450550278
2025/8/30,藍鳥,0.564290516
2025/8/30,費城人,0.495384028
2025/8/30,遊騎兵,0.392217704
2025/8/30,運動家,0.561258517
2025/8/30,道奇,0.60585452
2025/8/30,釀酒人,0.549366634
2025/8/30,金鶯,0.35434587
2025/8/30,雙城,0.461319979
2025/8/30,響尾蛇,0.329857995
2025/8/30,馬林魚,0.412872116
2025/9/5,光芒,0.634582306
2025/9/5,勇士,0.503195054
2025/9/5,國民,0.411929045
2025/9/5,大都會,0.477945754
2025/9/5,天使,0.530403495
2025/9/5,太空人,0.595973565
2025/9/5,守護者,0.51087855
2025/9/5,小熊,0.437027516
2025/9/5,巨人,0.611344763
2025/9/5,教士,0.512145595
2025/9/5,水手,0.564889195
2025/9/5,洋基,0.585844167
2025/9/5,海盜,0.353946642
2025/9/5,白襪,0.566181507
2025/9/5,皇家,0.460585977
2025/9/5,紅人,0.50982286
2025/9/5,紅襪,0.586946773
2025/9/5,紅雀,0.491016619
2025/9/5,老虎,0.467011632
2025/9/5,落磯,0.451250861
2025/9/5,藍鳥,0.571903459
2025/9/5,費城人,0.494190205
2025/9/5,遊騎兵,0.393126317
2025/9/5,運動家,0.557496042
2025/9/5,道奇,0.61368877
2025/9/5,釀酒人,0.555226794
2025/9/5,金鶯,0.359624752
2025/9/5,雙城,0.452610152
2025/9/5,響尾蛇,0.326093888
2025/9/5,馬林魚,0.413117744
2025/9/10,光芒,0.632073466
2025/9/10,勇士,0.50735137
2025/9/10,國民,0.411350253
2025/9/10,大都會,0.471717362
2025/9/10,天使,0.522237375
2025/9/10,太空人,0.595419816
2025/9/10,守護者,0.506964499
2025/9/10,小熊,0.4444219
2025/9/10,巨人,0.620131628
2025/9/10,教士,0.514792931
2025/9/10,水手,0.56450169
2025/9/10,洋基,0.567478342
2025/9/10,海盜,0.357799795
2025/9/10,白襪,0.559802296
2025/9/10,皇家,0.46226197
2025/9/10,紅人,0.502720543
2025/9/10,紅襪,0.580997255
2025/9/10,紅雀,0.49163882
2025/9/10,老虎,0.465858305
2025/9/10,落磯,0.444762818
2025/9/10,藍鳥,0.588046555
2025/9/10,費城人,0.490309051
2025/9/10,遊騎兵,0.407283105
2025/9/10,運動家,0.558063934
2025/9/10,道奇,0.606842708
2025/9/10,釀酒人,0.561052147
2025/9/10,金鶯,0.366136684
2025/9/10,雙城,0.465031366
2025/9/10,響尾蛇,0.318455736
2025/9/10,馬林魚,0.414496282
2025/9/15,光芒,0.619558579
2025/9/15,勇士,0.505631372
2025/9/15,國民,0.407593203
2025/9/15,大都會,0.471359132
2025/9/15,天使,0.51440916
2025/9/15,太空人,0.591283862
2025/9/15,守護者,0.499160534
2025/9/15,小熊,0.446326316
2025/9/15,巨人,0.636244851
2025/9/15,教士,0.506552954
2025/9/15,水手,0.553916895
2025/9/15,洋基,0.561374436
2025/9/15,海盜,0.371799482
2025/9/15,白襪,0.564533755
2025/9/15,皇家,0.468100202
2025/9/15,紅人,0.49986268
2025/9/15,紅襪,0.571728756
2025/9/15,紅雀,0.506396041
2025/9/15,老虎,0.474311509
2025/9/15,落磯,0.457255339
2025/9/15,藍鳥,0.58241154
2025/9/15,費城人,0.483633616
2025/9/15,遊騎兵,0.411985865
2025/9/15,運動家,0.545518765
2025/9/15,道奇,0.621805655
